2015-10-01,02:49:30,3
2015-10-01,02:50:30,1
2015-10-01,02:51:30,1
2015-10-01,02:52:30,1
2015-10-01,02:53:30,1
2015-10-01,02:54:30,1
2015-10-01,02:55:30,1
2015-10-01,02:56:30,1
2015-10-01,02:57:30,1
2015-10-01,02:58:30,1
2015-10-01,02:59:30,1
2015-10-01,03:00:30,1
2015-10-01,03:01:30,1
2015-10-01,03:02:30,1
2015-10-01,03:03:30,1
2015-10-01,03:04:30,1
2015-10-01,03:05:30,1
2015-10-01,03:06:30,1
2015-10-01,03:07:30,1
2015-10-01,03:08:30,1
2015-10-01,03:09:30,1
2015-10-01,03:10:30,1
2015-10-01,03:11:30,1
2015-10-01,03:12:30,1
2015-10-01,03:13:30,1
2015-10-01,03:14:30,2
2015-10-01,03:15:30,2
2015-10-01,03:16:30,2
2015-10-01,03:17:30,2
2015-10-01,03:18:30,2
2015-10-01,03:19:30,2
2015-10-01,03:20:30,2
2015-10-01,03:21:30,2
2015-10-01,03:22:30,2
2015-10-01,03:23:30,2
2015-10-01,03:24:30,2
2015-10-01,03:25:30,2
2015-10-01,03:26:30,2
2015-10-01,03:27:30,2
2015-10-01,03:28:30,2
2015-10-01,03:29:30,2
2015-10-01,03:30:30,1
2015-10-01,03:31:30,1
2015-10-01,03:32:30,1
2015-10-01,03:33:30,1
2015-10-01,03:34:30,1
2015-10-01,03:35:30,1
2015-10-01,03:36:30,1
2015-10-01,03:37:30,1
2015-10-01,03:38:30,1
2015-10-01,03:39:30,1
2015-10-01,03:40:30,1
2015-10-01,03:41:30,2
2015-10-01,03:42:30,2
2015-10-01,03:43:30,2
2015-10-01,03:44:30,2
2015-10-01,03:45:30,2
2015-10-01,03:46:30,2
2015-10-01,03:47:30,2
2015-10-01,03:48:30,2
2015-10-01,03:49:30,2
2015-10-01,03:50:30,2
2015-10-01,03:51:30,2
2015-10-01,03:52:30,1
2015-10-01,03:53:30,1
2015-10-01,03:54:30,1
2015-10-01,03:55:30,1
2015-10-01,03:56:30,1
2015-10-01,03:57:30,1
2015-10-01,03:58:30,1
2015-10-01,03:59:30,1
2015-10-01,04:00:30,1
2015-10-01,04:01:30,1
2015-10-01,04:02:30,1
2015-10-01,04:03:30,1
2015-10-01,04:04:30,1
2015-10-01,04:05:30,1
2015-10-01,04:06:30,1
2015-10-01,04:07:30,1
2015-10-01,04:08:30,1
2015-10-01,04:09:30,1
2015-10-01,04:10:30,1
2015-10-01,04:11:30,1
2015-10-01,04:12:30,1
2015-10-01,04:13:30,1
2015-10-01,04:14:30,1
2015-10-01,04:15:30,1
2015-10-01,04:16:30,1
2015-10-01,04:17:30,1
2015-10-01,04:18:30,1
2015-10-01,04:19:30,1
2015-10-01,04:20:30,1
2015-10-01,04:21:30,1
2015-10-01,04:22:30,1
2015-10-01,04:23:30,1
2015-10-01,04:24:30,2
2015-10-01,04:25:30,1
2015-10-01,04:26:30,1
2015-10-01,04:27:30,1
2015-10-01,04:28:30,2
2015-10-01,04:29:30,1
2015-10-01,04:30:30,1
2015-10-01,04:31:30,1
2015-10-01,04:32:30,1
2015-10-01,04:33:30,1
2015-10-01,04:34:30,2
2015-10-01,04:35:30,2
2015-10-01,04:36:30,2
2015-10-01,04:37:30,2
